2025-07-02 14:49:44.534189	https://www.encodeproject.org/report/?type=File&searchTerm=encode-re2g+thresholded&output_type=thresholded+element+gene+links&status%21=archived&limit=all
ID	Title	Accession	Dataset	Genome assembly	Technical replicates	Biological replicates	File Format	File type	File format type	File size	Assay term name	Biosample name	Organ	Simple biosample summary	Batch	Target label	Download URL	Derived from	Genome annotation	Library	Paired end identifier	Paired with	Preferred Default	Run type	Read length	Mapped read length (nt)	Cropped read length (nt)	Cropped read length tolerance (nt)	Mapped run type for bam files	Read length units	Output category	Output type	Index of	QC Metric	Lab	Project	Analysis step run	Date created	Analysis step version	Restricted file	Submitter comment	Status	Annotation type	Annotation subtype	Biochemical activity	Encyclopedia version
/files/ENCFF444VRC/	ENCFF444VRC	ENCFF444VRC	/annotations/ENCSR642LEN/	GRCh38			bed	bed bed3+	bed3+	3648548	DNase-seq	T-cell	blood,bodily fluid				/files/ENCFF444VRC/@@download/ENCFF444VRC.bed.gz	/files/ENCFF072LDC/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T18:24:46.752111+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF339XFP/	ENCFF339XFP	ENCFF339XFP	/annotations/ENCSR184DXI/	GRCh38			bed	bed bed3+	bed3+	3687153	DNase-seq	T-cell	blood,bodily fluid				/files/ENCFF339XFP/@@download/ENCFF339XFP.bed.gz	/files/ENCFF353WTX/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T18:24:51.549569+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF727YIH/	ENCFF727YIH	ENCFF727YIH	/annotations/ENCSR000MZA/	GRCh38			bed	bed bed3+	bed3+	3627963	DNase-seq	T-cell	blood,bodily fluid				/files/ENCFF727YIH/@@download/ENCFF727YIH.bed.gz	/files/ENCFF549SSK/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T18:25:09.978736+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF936VIY/	ENCFF936VIY	ENCFF936VIY	/annotations/ENCSR151YBS/	GRCh38			bed	bed bed3+	bed3+	3033313	DNase-seq	lung	lung				/files/ENCFF936VIY/@@download/ENCFF936VIY.bed.gz	/files/ENCFF734WIC/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T19:40:44.135665+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF324XYW/	ENCFF324XYW	ENCFF324XYW	/annotations/ENCSR528UQX/	GRCh38			bed	bed bed3+	bed3+	3501618	DNase-seq	lung	lung				/files/ENCFF324XYW/@@download/ENCFF324XYW.bed.gz	/files/ENCFF736OBE/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T19:41:16.353401+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF747THQ/	ENCFF747THQ	ENCFF747THQ	/annotations/ENCSR488SKY/	GRCh38			bed	bed bed3+	bed3+	3786656	DNase-seq	transverse colon	colon,intestine,large intestine				/files/ENCFF747THQ/@@download/ENCFF747THQ.bed.gz	/files/ENCFF571RSO/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T19:31:24.170047+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF754FZG/	ENCFF754FZG	ENCFF754FZG	/annotations/ENCSR012RGL/	GRCh38			bed	bed bed3+	bed3+	3171250	DNase-seq	AG09319	connective tissue,mouth				/files/ENCFF754FZG/@@download/ENCFF754FZG.bed.gz	/files/ENCFF282EZC/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T18:54:47.284162+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF800MGD/	ENCFF800MGD	ENCFF800MGD	/annotations/ENCSR551DPI/	GRCh38			bed	bed bed3+	bed3+	3339968	DNase-seq	AG08396	lung,connective tissue				/files/ENCFF800MGD/@@download/ENCFF800MGD.bed.gz	/files/ENCFF308PUD/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T18:54:51.818990+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF048LLD/	ENCFF048LLD	ENCFF048LLD	/annotations/ENCSR320OYG/	GRCh38			bed	bed bed3+	bed3+	3655079	DNase-seq	Peyer's patch	intestine,lymphoid tissue				/files/ENCFF048LLD/@@download/ENCFF048LLD.bed.gz	/files/ENCFF091ZQB/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T19:31:56.843266+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF102PWI/	ENCFF102PWI	ENCFF102PWI	/annotations/ENCSR071LZX/	GRCh38			bed	bed bed3+	bed3+	3193703	DNase-seq	MG63	bone element				/files/ENCFF102PWI/@@download/ENCFF102PWI.bed.gz	/files/ENCFF012OWB/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T18:59:47.828337+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF772SRX/	ENCFF772SRX	ENCFF772SRX	/annotations/ENCSR725FDR/	GRCh38			bed	bed bed3+	bed3+	3654372	DNase-seq	T-cell	blood,bodily fluid				/files/ENCFF772SRX/@@download/ENCFF772SRX.bed.gz	/files/ENCFF773DPL/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T18:20:58.617939+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF705JKU/	ENCFF705JKU	ENCFF705JKU	/annotations/ENCSR080GWY/	GRCh38			bed	bed bed3+	bed3+	3531698	DNase-seq	medulla oblongata	brain				/files/ENCFF705JKU/@@download/ENCFF705JKU.bed.gz	/files/ENCFF433LOL/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T19:37:36.950336+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF079GKU/	ENCFF079GKU	ENCFF079GKU	/annotations/ENCSR573KDB/	GRCh38			bed	bed bed3+	bed3+	3557262	DNase-seq	T-cell	blood,bodily fluid				/files/ENCFF079GKU/@@download/ENCFF079GKU.bed.gz	/files/ENCFF932UCN/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T18:21:03.649081+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF846NVT/	ENCFF846NVT	ENCFF846NVT	/annotations/ENCSR548KGZ/	GRCh38			bed	bed bed3+	bed3+	3209662	DNase-seq	PC-3	prostate gland				/files/ENCFF846NVT/@@download/ENCFF846NVT.bed.gz	/files/ENCFF664IVV/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T18:58:52.842976+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF140MMM/	ENCFF140MMM	ENCFF140MMM	/annotations/ENCSR979YKL/	GRCh38			bed	bed bed3+	bed3+	3295794	DNase-seq	SW480	colon,intestine,epithelium,large intestine				/files/ENCFF140MMM/@@download/ENCFF140MMM.bed.gz	/files/ENCFF208RIQ/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T18:58:57.452034+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF570IDU/	ENCFF570IDU	ENCFF570IDU	/annotations/ENCSR598IFM/	GRCh38			bed	bed bed3+	bed3+	3329829	DNase-seq	tongue	mouth,tongue				/files/ENCFF570IDU/@@download/ENCFF570IDU.bed.gz	/files/ENCFF074MOT/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T19:36:50.190932+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF131LVU/	ENCFF131LVU	ENCFF131LVU	/annotations/ENCSR492CGK/	GRCh38			bed	bed bed3+	bed3+	3220043	DNase-seq	coronary artery	heart,vasculature,blood vessel,arterial blood vessel				/files/ENCFF131LVU/@@download/ENCFF131LVU.bed.gz	/files/ENCFF687GRG/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T19:36:41.141766+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF913KHY/	ENCFF913KHY	ENCFF913KHY	/annotations/ENCSR474TRO/	GRCh38			bed	bed bed3+	bed3+	3527066	DNase-seq	T-cell	blood,bodily fluid				/files/ENCFF913KHY/@@download/ENCFF913KHY.bed.gz	/files/ENCFF961WVZ/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T18:21:40.964617+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF776IZV/	ENCFF776IZV	ENCFF776IZV	/annotations/ENCSR937IVA/	GRCh38			bed	bed bed3+	bed3+	3416619	DNase-seq	midbrain	brain				/files/ENCFF776IZV/@@download/ENCFF776IZV.bed.gz	/files/ENCFF448DRE/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T19:37:32.102825+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF774RFJ/	ENCFF774RFJ	ENCFF774RFJ	/annotations/ENCSR535KXJ/	GRCh38			bed	bed bed3+	bed3+	3545266	DNase-seq	T-cell	blood,bodily fluid				/files/ENCFF774RFJ/@@download/ENCFF774RFJ.bed.gz	/files/ENCFF411BII/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T18:21:45.490343+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF595GSZ/	ENCFF595GSZ	ENCFF595GSZ	/annotations/ENCSR518JKK/	GRCh38			bed	bed bed3+	bed3+	3161755	DNase-seq	muscle of trunk	musculature of body				/files/ENCFF595GSZ/@@download/ENCFF595GSZ.bed.gz	/files/ENCFF776MPY/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T19:36:59.555326+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF490HXP/	ENCFF490HXP	ENCFF490HXP	/annotations/ENCSR204YOW/	GRCh38			bed	bed bed3+	bed3+	3583755	DNase-seq	T-cell	blood,bodily fluid				/files/ENCFF490HXP/@@download/ENCFF490HXP.bed.gz	/files/ENCFF223IUN/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T18:21:13.084150+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF230LUY/	ENCFF230LUY	ENCFF230LUY	/annotations/ENCSR403FEH/	GRCh38			bed	bed bed3+	bed3+	3444286	DNase-seq	placenta	extraembryonic component,placenta				/files/ENCFF230LUY/@@download/ENCFF230LUY.bed.gz	/files/ENCFF021FMR/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T19:37:46.264820+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF087GLO/	ENCFF087GLO	ENCFF087GLO	/annotations/ENCSR330WGR/	GRCh38			bed	bed bed3+	bed3+	3508708	DNase-seq	placenta	extraembryonic component,placenta				/files/ENCFF087GLO/@@download/ENCFF087GLO.bed.gz	/files/ENCFF241JAD/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T19:37:50.826278+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF081OQO/	ENCFF081OQO	ENCFF081OQO	/annotations/ENCSR734LND/	GRCh38			bed	bed bed3+	bed3+	3692567	DNase-seq	T-cell	blood,bodily fluid				/files/ENCFF081OQO/@@download/ENCFF081OQO.bed.gz	/files/ENCFF852CZJ/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T18:22:08.613317+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF738GLA/	ENCFF738GLA	ENCFF738GLA	/annotations/ENCSR683EHD/	GRCh38			bed	bed bed3+	bed3+	3658733	DNase-seq	placenta	extraembryonic component,placenta				/files/ENCFF738GLA/@@download/ENCFF738GLA.bed.gz	/files/ENCFF565QLD/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T19:38:00.009205+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF174BLZ/	ENCFF174BLZ	ENCFF174BLZ	/annotations/ENCSR629UWF/	GRCh38			bed	bed bed3+	bed3+	3488658	DNase-seq	A673	musculature of body				/files/ENCFF174BLZ/@@download/ENCFF174BLZ.bed.gz	/files/ENCFF106RUX/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T18:59:06.543012+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF003HKV/	ENCFF003HKV	ENCFF003HKV	/annotations/ENCSR331EZU/	GRCh38			bed	bed bed3+	bed3+	3350863	DNase-seq	neural crest cell	embryo				/files/ENCFF003HKV/@@download/ENCFF003HKV.bed.gz	/files/ENCFF159UVM/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T18:51:18.268441+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF853ALR/	ENCFF853ALR	ENCFF853ALR	/annotations/ENCSR593ATV/	GRCh38			bed	bed bed3+	bed3+	3007843	DNase-seq	fibroblast of skin of abdomen	connective tissue,skin of body				/files/ENCFF853ALR/@@download/ENCFF853ALR.bed.gz	/files/ENCFF896OKF/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T18:53:05.269384+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF626XIM/	ENCFF626XIM	ENCFF626XIM	/annotations/ENCSR979HSQ/	GRCh38			bed	bed bed3+	bed3+	3109215	DNase-seq	fibroblast of skin of abdomen	connective tissue,skin of body				/files/ENCFF626XIM/@@download/ENCFF626XIM.bed.gz	/files/ENCFF223JZC/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T18:53:09.758715+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF191CER/	ENCFF191CER	ENCFF191CER	/annotations/ENCSR589JEB/	GRCh38			bed	bed bed3+	bed3+	3326558	DNase-seq	dermis microvascular lymphatic vessel endothelial cell	epithelium,lymphatic vessel,skin of body,vasculature,blood vessel				/files/ENCFF191CER/@@download/ENCFF191CER.bed.gz	/files/ENCFF606PWI/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T18:53:28.441687+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF751CZC/	ENCFF751CZC	ENCFF751CZC	/annotations/ENCSR887HYG/	GRCh38			bed	bed bed3+	bed3+	3810645	DNase-seq	T-cell	blood,bodily fluid				/files/ENCFF751CZC/@@download/ENCFF751CZC.bed.gz	/files/ENCFF871NLI/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T18:21:54.798299+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF625WVS/	ENCFF625WVS	ENCFF625WVS	/annotations/ENCSR206VGK/	GRCh38			bed	bed bed3+	bed3+	3438104	DNase-seq	Ammon's horn	brain				/files/ENCFF625WVS/@@download/ENCFF625WVS.bed.gz	/files/ENCFF174IFU/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T19:37:41.660149+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF645DDS/	ENCFF645DDS	ENCFF645DDS	/annotations/ENCSR027FZE/	GRCh38			bed	bed bed3+	bed3+	3065458	DNase-seq	COLO829	connective tissue,skin of body				/files/ENCFF645DDS/@@download/ENCFF645DDS.bed.gz	/files/ENCFF206NUN/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T18:59:20.397864+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF084UIL/	ENCFF084UIL	ENCFF084UIL	/annotations/ENCSR639WRL/	GRCh38			bed	bed bed3+	bed3+	3381843	DNase-seq	putamen	brain				/files/ENCFF084UIL/@@download/ENCFF084UIL.bed.gz	/files/ENCFF408LTU/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T19:37:22.802323+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF685PBH/	ENCFF685PBH	ENCFF685PBH	/annotations/ENCSR679UZK/	GRCh38			bed	bed bed3+	bed3+	2944356	DNase-seq	Caki2	kidney,epithelium				/files/ENCFF685PBH/@@download/ENCFF685PBH.bed.gz	/files/ENCFF382XDS/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T18:59:25.046493+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF537BHU/	ENCFF537BHU	ENCFF537BHU	/annotations/ENCSR866SVY/	GRCh38			bed	bed bed3+	bed3+	3553673	DNase-seq	placenta	extraembryonic component,placenta				/files/ENCFF537BHU/@@download/ENCFF537BHU.bed.gz	/files/ENCFF614KGF/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T19:38:18.364640+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF664FNS/	ENCFF664FNS	ENCFF664FNS	/annotations/ENCSR263APL/	GRCh38			bed	bed bed3+	bed3+	3650417	DNase-seq	T-cell	blood,bodily fluid				/files/ENCFF664FNS/@@download/ENCFF664FNS.bed.gz	/files/ENCFF538UJZ/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T18:22:41.096410+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF425TLX/	ENCFF425TLX	ENCFF425TLX	/annotations/ENCSR961XBH/	GRCh38			bed	bed bed3+	bed3+	3742725	DNase-seq	SJSA1	bone element				/files/ENCFF425TLX/@@download/ENCFF425TLX.bed.gz	/files/ENCFF663BKW/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T19:00:15.590857+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF482HEY/	ENCFF482HEY	ENCFF482HEY	/annotations/ENCSR953JQL/	GRCh38			bed	bed bed3+	bed3+	3612055	DNase-seq	T-cell	blood,bodily fluid				/files/ENCFF482HEY/@@download/ENCFF482HEY.bed.gz	/files/ENCFF579FZQ/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T18:22:59.509700+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF323GUQ/	ENCFF323GUQ	ENCFF323GUQ	/annotations/ENCSR142SVM/	GRCh38			bed	bed bed3+	bed3+	3476152	DNase-seq	H54	brain				/files/ENCFF323GUQ/@@download/ENCFF323GUQ.bed.gz	/files/ENCFF053IRR/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T19:00:33.857683+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF978BWG/	ENCFF978BWG	ENCFF978BWG	/annotations/ENCSR604WPK/	GRCh38			bed	bed bed3+	bed3+	3708698	DNase-seq	GM12878	blood,bodily fluid				/files/ENCFF978BWG/@@download/ENCFF978BWG.bed.gz	/files/ENCFF222NAR/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T19:00:43.247326+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF060BKM/	ENCFF060BKM	ENCFF060BKM	/annotations/ENCSR475STC/	GRCh38			bed	bed bed3+	bed3+	3660977	DNase-seq	T-cell	blood,bodily fluid				/files/ENCFF060BKM/@@download/ENCFF060BKM.bed.gz	/files/ENCFF110COG/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T18:23:18.162533+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF751GOF/	ENCFF751GOF	ENCFF751GOF	/annotations/ENCSR952CHI/	GRCh38			bed	bed bed3+	bed3+	3609898	DNase-seq	placenta	extraembryonic component,placenta				/files/ENCFF751GOF/@@download/ENCFF751GOF.bed.gz	/files/ENCFF849OJZ/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T19:38:57.546512+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF761VUH/	ENCFF761VUH	ENCFF761VUH	/annotations/ENCSR886RTH/	GRCh38			bed	bed bed3+	bed3+	3300376	DNase-seq	Panc1	epithelium,pancreas				/files/ENCFF761VUH/@@download/ENCFF761VUH.bed.gz	/files/ENCFF627DKQ/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T19:00:24.725664+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
/files/ENCFF391RAR/	ENCFF391RAR	ENCFF391RAR	/annotations/ENCSR101XVJ/	GRCh38			bed	bed bed3+	bed3+	3592479	DNase-seq	T-cell	blood,bodily fluid				/files/ENCFF391RAR/@@download/ENCFF391RAR.bed.gz	/files/ENCFF326OSM/					True								annotation	thresholded element gene links			Jesse Engreitz, Stanford	ENCODE	/analysis-step-runs/75014b9f-2c64-4681-bfa1-82ee99e431f3/	2024-06-06T18:22:54.963769+00:00	/analysis-step-versions/encode-e2g-enhancer-gene-predictions-step-v-2-0/			released	element gene regulatory interaction predictions			
